serial_number,model,capacity_bytes,power_on_hours
Z305KN3V,ST4000DM000,4000787030016,7495
ZA10F2EJ,ST8000DM002,8001563222016,5314
Z302SW5N,ST4000DM000,4000787030016,11244
Z302SW5L,ST4000DM000,4000787030016,11696
MJ1311YNG5VB4A,Hitachi HDS5C3030ALA630,3000592982016,41115
ZA10Y108,ST8000DM002,8001563222016,4664
Z302SW5P,ST4000DM000,4000787030016,11938
PL2331LAHD7E4J,HGST HMS5C4040BLE640,4000787030016,2030
W300HF70,ST4000DM000,4000787030016,27604
PL2331LAGRWGLJ,HGST HMS5C4040ALE640,4000787030016,22450
PL1331LAHD1XUH,HGST HMS5C4040BLE640,4000787030016,5000
PL2331LAGMXMDJ,HGST HMS5C4040BLE640,4000787030016,23431
Z305MCEC,ST4000DM000,4000787030016,7495
PL2331LAGN0RUJ,HGST HMS5C4040BLE640,4000787030016,22420
WD-WX41D94RNLR5,WDC WD60EFRX,6001175126016,17199
Z302513G,ST4000DM000,4000787030016,18895
Z305NZYZ,ST4000DM000,4000787030016,7015
ZA11RGZD,ST8000DM002,8001563222016,4543
Z305GJJF,ST4000DM000,4000787030016,7514
PL1331LAGTX9BH,HGST HMS5C4040ALE640,4000787030016,20213
PL2331LAGN5K8J,HGST HMS5C4040BLE640,4000787030016,23434
Z3015JBK,ST4000DM000,4000787030016,23591
PL1331LAGTUHZH,HGST HMS5C4040ALE640,4000787030016,20721
ZA12PZHH,ST8000DM002,8001563222016,3703
PL2331LAGSU7TJ,HGST HMS5C4040ALE640,4000787030016,21062
S300Z4K8,ST4000DM000,4000787030016,13325
2EG4MVWJ,HGST HUH728080ALE600,8001563222016,16712
Z3016SA3,ST4000DM000,4000787030016,24550
PL2331LAHDAU7J,HGST HMS5C4040BLE640,4000787030016,925
MJ0351YNG9ZWNA,Hitachi HDS5C3030ALA630,3000592982016,36776
Z305ASD5,ST4000DM000,4000787030016,9178
Z303E5Y0,ST4000DM000,4000787030016,11433
Z302FD9F,ST4000DM000,4000787030016,14986
S301MF8G,ST4000DM000,4000787030016,9476
PL1331LAGS19WH,HGST HMS5C4040ALE640,4000787030016,20912
Z300W2FW,ST4000DM000,4000787030016,26114
PL2331LAGST9TJ,HGST HMS5C4040ALE640,4000787030016,21056
MJ1311YNG3NBBA,Hitachi HDS5C3030ALA630,3000592982016,45009
Z3029F9H,ST4000DM000,4000787030016,17000
S30117Z7,ST4000DM000,4000787030016,14911
W300JTNH,ST4000DM000,4000787030016,29025
PL1331LAHD20HH,HGST HMS5C4040BLE640,4000787030016,5787
Z3025LKF,ST4000DM000,4000787030016,18871
ZA12X56Y,ST8000DM002,8001563222016,805
Z4D07HCK,ST6000DX000,6001175126016,16350
MJ0351YNG9SGUA,Hitachi HDS5C3030ALA630,3000592982016,36283
PL2311LAG1TR8C,Hitachi HDS5C4040ALE630,4000787030016,34221
S300VL3P,ST4000DM000,4000787030016,12827
Z302B167,ST4000DM000,4000787030016,13356
Z304HW67,ST4000DM000,4000787030016,10160
Z304HW60,ST4000DM000,4000787030016,10162
PL2331LAHDS5RJ,HGST HMS5C4040BLE640,4000787030016,6106
ZA11YA9Q,ST8000DM002,8001563222016,3919
PL2311LAG1P0UC,Hitachi HDS5C4040ALE630,4000787030016,34268
Z302B168,ST4000DM000,4000787030016,16637
PL2331LAHDTBVJ,HGST HMS5C4040BLE640,4000787030016,6181
Z305GWM9,ST4000DM000,4000787030016,7661
Z3025LKM,ST4000DM000,4000787030016,18701
ZA142RVT,ST8000DM002,8001563222016,1551
WD-WCAV5T452720,WDC WD10EADX,1000204886016,14986
ZA142RVR,ST8000DM002,8001563222016,1551
PL2331LAGUMDVJ,HGST HMS5C4040ALE640,4000787030016,19736
Z3053XKF,ST4000DM000,4000787030016,7853
PL2331LAHE3EKJ,HGST HMS5C4040BLE640,4000787030016,5793
PL1331LAHBZ0NH,HGST HMS5C4040BLE640,4000787030016,5605
Z305GWM3,ST4000DM000,4000787030016,7665
PL2331LAGRWTAJ,HGST HMS5C4040ALE640,4000787030016,22279
Z304HW6T,ST4000DM000,4000787030016,9849
PL2331LAGJ0ZSJ,HGST HMS5C4040BLE640,4000787030016,22761
PL1331LAGRVEBH,HGST HMS5C4040ALE640,4000787030016,22449
Z304HW6R,ST4000DM000,4000787030016,10114
Z305GWMN,ST4000DM000,4000787030016,7494
PL2331LAGRX83J,HGST HMS5C4040ALE640,4000787030016,20940
W300E2C6,ST4000DM000,4000787030016,30994
PL1331LAGSLKKH,HGST HMS5C4040ALE640,4000787030016,22281
ZA142RV6,ST8000DM002,8001563222016,1551
Z302B16G,ST4000DM000,4000787030016,16662
ZA142RV5,ST8000DM002,8001563222016,1545
PL1331LAHD1G1H,HGST HMS5C4040BLE640,4000787030016,4832
Z304HW6C,ST4000DM000,4000787030016,10113
S3010LRY,ST4000DM000,4000787030016,11918
PL1331LAHBZGNH,HGST HMS5C4040BLE640,4000787030016,4832
Z3016NJJ,ST4000DM000,4000787030016,24754
ZA142RV8,ST8000DM002,8001563222016,1547
Z304HW6K,ST4000DM000,4000787030016,10118
Z304KC8C,ST4000DM000,4000787030016,10860
PL1331LAHDZS3H,HGST HMS5C4040BLE640,4000787030016,6106
PL1331LAHDYVJH,HGST HMS5C4040BLE640,4000787030016,5794
ZA12B3M9,ST8000DM002,8001563222016,4664
PL2331LAGMZSRJ,HGST HMS5C4040BLE640,4000787030016,22761
Z305KDBS,ST4000DM000,4000787030016,7016
PL1311LAG2ZBDA,Hitachi HDS5C4040ALE630,4000787030016,32764
Z305ASDY,ST4000DM000,4000787030016,8481
Z4D07VNA,ST6000DX000,6001175126016,15200
MJ1311YNG3DDZA,Hitachi HDS5C3030ALA630,3000592982016,45755
Z305ASDG,ST4000DM000,4000787030016,8098
Z300WAQC,ST4000DM000,4000787030016,26258
S301NH7Y,ST4000DM000,4000787030016,10323
Z300NCK1,ST4000DM000,4000787030016,28031
Z3025LKQ,ST4000DM000,4000787030016,18872
Z306RHCJ,ST4000DM000,4000787030016,2439
MJ1311YNG3EGLA,Hitachi HDS5C3030ALA630,3000592982016,46100
PL2331LAGUKJXJ,HGST HMS5C4040ALE640,4000787030016,19737
MJ0351YNGA38WA,Hitachi HDS5C3030ALA630,3000592982016,35936
PL2331LAGSV10J,HGST HMS5C4040ALE640,4000787030016,21539
S300Z4KQ,ST4000DM000,4000787030016,12800
Z300JCBX,ST4000DM000,4000787030016,29681
W300H3R2,ST4000DM000,4000787030016,27621
PL1331LAGTU7VH,HGST HMS5C4040ALE640,4000787030016,20720
ZA13QTB3,ST8000DM002,8001563222016,1550
W30099CM,ST4000DM000,4000787030016,13384
Z300WKGE,ST4000DM000,4000787030016,26756
Z305PX08,ST4000DM000,4000787030016,776
Z300JCBQ,ST4000DM000,4000787030016,29025
Z4D06VFD,ST6000DX000,6001175126016,15201
Z305BFJ4,ST4000DM000,4000787030016,7854
Z300JCBJ,ST4000DM000,4000787030016,28253
PL1331LAHDY2ZH,HGST HMS5C4040BLE640,4000787030016,6179
S300Z4KR,ST4000DM000,4000787030016,12800
Z302A1CP,ST4000DM000,4000787030016,17742
Z302A1CS,ST4000DM000,4000787030016,17069
PL2331LAHDUENJ,HGST HMS5C4040BLE640,4000787030016,6181
WD-WMC4N1515389,WDC WD30EFRX,3000592982016,22720
PL2331LAGMGD1J,HGST HMS5C4040BLE640,4000787030016,24250
PL1331LAGM1PAH,HGST HMS5C4040BLE640,4000787030016,24266
Z30251PP,ST4000DM000,4000787030016,19429
PL1331LAGRZ40H,HGST HMS5C4040ALE640,4000787030016,22372
ZA142SPV,ST8000DM002,8001563222016,1551
Z300WRPV,ST4000DM000,4000787030016,27707
PL2331LAG7HRZJ,Hitachi HDS5C4040ALE630,4000787030016,20221
Z305GVY0,ST4000DM000,4000787030016,7666
Z3041TJP,ST4000DM000,4000787030016,11458
PL1331LAH3DPVH,HGST HMS5C4040BLE640,4000787030016,924
PL1331LAGTJSPH,HGST HMS5C4040ALE640,4000787030016,20722
ZA142SPY,ST8000DM002,8001563222016,1551
PL2331LAGSS54J,HGST HMS5C4040ALE640,4000787030016,21051
MJ1323YNG1029C,Hitachi HDS5C3030ALA630,3000592982016,46178
PL2311LAG1KRHC,Hitachi HDS5C4040ALE630,4000787030016,34561
S300Z4KY,ST4000DM000,4000787030016,14314
W300BPXR,ST4000DM000,4000787030016,30038
S3010LRZ,ST4000DM000,4000787030016,14303
WD-WMC1T1611697,WDC WD30EFRX,3000592982016,34485
ZA13QBK3,ST8000DM002,8001563222016,806
PL1331LAHD3DEH,HGST HMS5C4040BLE640,4000787030016,5000
ZA13QBK6,ST8000DM002,8001563222016,1550
ZA13QBK4,ST8000DM002,8001563222016,1550
MK0313YHGBAZAC,Hitachi HDS723030ALA640,3000592982016,48261
Z305GVYY,ST4000DM000,4000787030016,7666
PL2331LAGSTUSJ,HGST HMS5C4040ALE640,4000787030016,20937
ZA13QBKH,ST8000DM002,8001563222016,1550
ZA142SP0,ST8000DM002,8001563222016,1550
Z304J0G9,ST4000DM000,4000787030016,10901
W300KKWA,ST4000DM000,4000787030016,27691
Z3012XN2,ST4000DM000,4000787030016,24747
MJ0351YNGAA1TA,Hitachi HDS5C3030ALA630,3000592982016,34780
ZA13QBKY,ST8000DM002,8001563222016,1549
Z305GY14,ST4000DM000,4000787030016,7666
Z305GVYL,ST4000DM000,4000787030016,7666
PL1321LAGAM0VH,Hitachi HDS5C4040ALE630,4000787030016,31835
PL1331LAGSJLKH,HGST HMS5C4040ALE640,4000787030016,21032
PL2331LAHDDEDJ,HGST HMS5C4040BLE640,4000787030016,6181
ZA13YLR2,ST8000DM002,8001563222016,807
W300DYZK,ST4000DM000,4000787030016,30852
PL2331LAH469JJ,HGST HMS5C4040BLE640,4000787030016,6586
Z303CELD,ST4000DM000,4000787030016,11456
Z304HKLY,ST4000DM000,4000787030016,10141
S2X4LJJC,ST9250315AS,250059350016,28813
Z3016M2D,ST4000DM000,4000787030016,24969
Z303YR4E,ST4000DM000,4000787030016,11480
PL1331LAHD3MRH,HGST HMS5C4040BLE640,4000787030016,4999
WD-WX91A14H5295,WDC WD5000LPVX,500107862016,24077
PL1331LAHBZ5YH,HGST HMS5C4040BLE640,4000787030016,4832
Z304HKLL,ST4000DM000,4000787030016,9849
Z302A1C7,ST4000DM000,4000787030016,17043
S2ZYJ9GGB01599,ST500LM012 HN,500107862016,6182
Z304HKLH,ST4000DM000,4000787030016,9850
PL2331LAHDR9BJ,HGST HMS5C4040BLE640,4000787030016,6105
Z304HKLD,ST4000DM000,4000787030016,9850
PL1331LAGRDRGH,HGST HMS5C4040ALE640,4000787030016,21704
Z304HKLB,ST4000DM000,4000787030016,9807
Z302A1C9,ST4000DM000,4000787030016,17045
Z304WGTJ,ST4000DM000,4000787030016,9343
W300KKWX,ST4000DM000,4000787030016,25610
Z302XXTS,ST4000DM000,4000787030016,9533
Z305H459,ST4000DM000,4000787030016,7852
WD-WXK1H642NWHR,WDC WD60EFRX,6001175126016,18152
Z300K1HR,ST4000DM000,4000787030016,29025
PL1321LAG2Y6BH,Hitachi HDS5C4040ALE630,4000787030016,31943
PL1331LAHD1HMH,HGST HMS5C4040BLE640,4000787030016,4831
ZA11XW50,ST8000DM002,8001563222016,4664
WD-WX81AC2K4793,WDC WD2500BPVT,250059350016,31737
Z303QQR3,ST4000DM000,4000787030016,10163
PL1331LAGRYXYH,HGST HMS5C4040ALE640,4000787030016,22450
ZA10JM8C,ST8000DM002,8001563222016,4666
PL1321LAGAYGMH,Hitachi HDS5C4040ALE630,4000787030016,31878
W300KKWW,ST4000DM000,4000787030016,27755
Z300K1HK,ST4000DM000,4000787030016,28651
WD-WCC1T1273948,WDC WD30EFRX,3000592982016,27577
Z302SXHJ,ST4000DM000,4000787030016,11243
Z304TKED,ST4000DM000,4000787030016,7664
W300H3DJ,ST4000DM000,4000787030016,27714
PL2331LAHDUSEJ,HGST HMS5C4040BLE640,4000787030016,6106
Z300XGW1,ST4000DM000,4000787030016,26706
PL2331LAH405MJ,HGST HMS5C4040BLE640,4000787030016,6586
S301121R,ST4000DM000,4000787030016,14986
S301LCF4,ST4000DM000,4000787030016,10324
Z3041BSP,ST4000DM000,4000787030016,10326
W300HP6E,ST4000DM000,4000787030016,16330
MJ1311YNG5U38A,Hitachi HDS5C3030ALA630,3000592982016,41426
ZA10NDM3,ST8000DM002,8001563222016,5320
PL2331LAGN11BJ,HGST HMS5C4040BLE640,4000787030016,23385
Z302SXHV,ST4000DM000,4000787030016,11672
Z305LP0Q,ST4000DM000,4000787030016,7015
ZA10NDM6,ST8000DM002,8001563222016,3919
WD-WCC4N0226811,WDC WD30EFRX,3000592982016,21272
Z304JH2K,ST4000DM000,4000787030016,10158
PL1331LAGRZMPH,HGST HMS5C4040ALE640,4000787030016,22256
W300BN3T,ST4000DM000,4000787030016,30846
ZA10NDMA,ST8000DM002,8001563222016,4665
Z300XGWR,ST4000DM000,4000787030016,26737
PL1331LAGLYYRH,HGST HMS5C4040BLE640,4000787030016,23432
Z304JH2B,ST4000DM000,4000787030016,9850
ZA10NDME,ST8000DM002,8001563222016,5314
ZA11GE4L,ST8000DM002,8001563222016,3703
ZA10NDMG,ST8000DM002,8001563222016,4665
Z300XGWT,ST4000DM000,4000787030016,27399
Z4D00WAG,ST6000DX000,6001175126016,15416
Z304TKE7,ST4000DM000,4000787030016,9504
Z302SXH9,ST4000DM000,4000787030016,11937
Z300XGWN,ST4000DM000,4000787030016,26737
S301LPFG,ST4000DM000,4000787030016,9508
Z300XGWA,ST4000DM000,4000787030016,26723
S301GQCZ,ST4000DM000,4000787030016,10329
ZA10NDMT,ST8000DM002,8001563222016,5320
Z300XGWD,ST4000DM000,4000787030016,26737
Z4D0912V,ST6000DX000,6001175126016,15037
PL1331LAGM2VYH,HGST HMS5C4040BLE640,4000787030016,22766
Z300K1H0,ST4000DM000,4000787030016,28652
ZA11CVSA,ST8000DM002,8001563222016,2245
Z304G1A6,ST4000DM000,4000787030016,9807
S3005CJW,ST4000DM000,4000787030016,7809
Z302EZZV,ST4000DM000,4000787030016,14986
PL2331LAGMXERJ,HGST HMS5C4040BLE640,4000787030016,22568
S301NKBA,ST4000DM000,4000787030016,10880
PL1331LAHBZBYH,HGST HMS5C4040BLE640,4000787030016,5000
PL1331LAGRW11H,HGST HMS5C4040ALE640,4000787030016,22546
PL1331LAGS9EUH,HGST HMS5C4040ALE640,4000787030016,20935
ZA12XLSD,ST8000DM002,8001563222016,806
S300XHYR,ST4000DM000,4000787030016,17149
PL2331LAHB8ZHJ,HGST HMS5C4040BLE640,4000787030016,949
PL2331LAGN0V1J,HGST HMS5C4040BLE640,4000787030016,23434
Z300MW60,ST4000DM000,4000787030016,28442
PL2331LAGME80J,HGST HMS5C4040BLE640,4000787030016,22449
PL1331LAGRZD1H,HGST HMS5C4040ALE640,4000787030016,22545
Z305GY1T,ST4000DM000,4000787030016,7665
PL1331LAGSH6SH,HGST HMS5C4040ALE640,4000787030016,22280
PL1331LAGS94XH,HGST HMS5C4040ALE640,4000787030016,22257
Z300JE37,ST4000DM000,4000787030016,29025
PL2331LAGMSTDJ,HGST HMS5C4040BLE640,4000787030016,22355
Z305D2AB,ST4000DM000,4000787030016,7854
WD-WX11D4411981,WDC WD60EFRX,6001175126016,21253
Z305D2AD,ST4000DM000,4000787030016,8098
Z4D019B8,ST6000DX000,6001175126016,15856
PL2331LAGPXLVJ,HGST HMS5C4040ALE640,4000787030016,22447
PL2331LAHDAHMJ,HGST HMS5C4040BLE640,4000787030016,4832
ZA10NEY9,ST8000DM002,8001563222016,4666
PL1321LAGAXRHH,Hitachi HDS5C4040ALE630,4000787030016,32163
PL1321LAG34B8H,Hitachi HDS5C4040ALE630,4000787030016,32474
ZA12Q6E0,ST8000DM002,8001563222016,2245
PL2331LAGRX3NJ,HGST HMS5C4040ALE640,4000787030016,21538
PL1331LAGTLVSH,HGST HMS5C4040ALE640,4000787030016,19881
Z3029ZMZ,ST4000DM000,4000787030016,16665
PL1331LAHD5MMH,HGST HMS5C4040BLE640,4000787030016,5793
ZA13YLRQ,ST8000DM002,8001563222016,806
PL2321LAGARXWJ,Hitachi HDS5C4040ALE630,4000787030016,31870
Z305AHNW,ST4000DM000,4000787030016,9357
S3010WVY,ST4000DM000,4000787030016,14983
PL1321LAG357VH,Hitachi HDS5C4040ALE630,4000787030016,33459
ZA122EW2,ST8000DM002,8001563222016,3918
PL2331LAHDURAJ,HGST HMS5C4040BLE640,4000787030016,6106
Z4D06227,ST6000DX000,6001175126016,16061
PL2331LAHDN5BJ,HGST HMS5C4040BLE640,4000787030016,5793
WD-WMC4N0D4NN7E,WDC WD30EFRX,3000592982016,16168
Z4D0B5HZ,ST6000DX000,6001175126016,15077
PL1331LAGS4EDH,HGST HMS5C4040ALE640,4000787030016,20767
ZA13ZDNH,ST8000DM002,8001563222016,1546
ZA10NEYY,ST8000DM002,8001563222016,5315
ZA126J56,ST8000DM002,8001563222016,3919
Z302A04Z,ST4000DM000,4000787030016,16853
PL1321LAG35MGH,Hitachi HDS5C4040ALE630,4000787030016,33376
S301MSN4,ST4000DM000,4000787030016,10324
Z4D0931H,ST6000DX000,6001175126016,15418
ZA10NEYL,ST8000DM002,8001563222016,4543
ZA10NEYN,ST8000DM002,8001563222016,5320
PL2331LAGRX05J,HGST HMS5C4040ALE640,4000787030016,20934
ZA10AWR4,ST8000DM002,8001563222016,5340
MJ0351YNG9ZX9A,Hitachi HDS5C3030ALA630,3000592982016,8555
ZA10NEYG,ST8000DM002,8001563222016,5319
MJ1311YNG7EUXA,Hitachi HDS5C3030ALA630,3000592982016,41487
S3010M1H,ST4000DM000,4000787030016,13999
PL2311LAG1G4TC,Hitachi HDS5C4040ALE630,4000787030016,34268
Z305DVJL,ST4000DM000,4000787030016,8124
PL1331LAH3E9HH,HGST HMS5C4040BLE640,4000787030016,950
W300DCY7,ST4000DM000,4000787030016,30852
Z305DVJJ,ST4000DM000,4000787030016,8103
Z305DVJK,ST4000DM000,4000787030016,7854
PL1331LAGT730H,HGST HMS5C4040ALE640,4000787030016,20743
PL1321LAG36GLH,Hitachi HDS5C4040ALE630,4000787030016,32476
PL1331LAGLVW9H,HGST HMS5C4040BLE640,4000787030016,22766
Z305DVJQ,ST4000DM000,4000787030016,8102
Z305DVJR,ST4000DM000,4000787030016,8103
PL2331LAGUH7VJ,HGST HMS5C4040ALE640,4000787030016,19861
ZA11JA0L,ST8000DM002,8001563222016,4663
PL2331LAHDWN8J,HGST HMS5C4040BLE640,4000787030016,6106
Z300TSL6,ST4000DM000,4000787030016,19038
ZA11M951,ST8000DM002,8001563222016,3919
Z305D4WW,ST4000DM000,4000787030016,8103
Z3025QY5,ST4000DM000,4000787030016,17741
Z305D4WP,ST4000DM000,4000787030016,7856
S301K5QN,ST4000DM000,4000787030016,10323
S301086J,ST4000DM000,4000787030016,12797
PL1331LAGR6KEH,HGST HMS5C4040ALE640,4000787030016,21704
PL1331LAGTPYJH,HGST HMS5C4040ALE640,4000787030016,19881
Z305D4WE,ST4000DM000,4000787030016,8103
Z305D4WF,ST4000DM000,4000787030016,7855
MJ0351YNGA61UA,Hitachi HDS5C3030ALA630,3000592982016,35970
Z305D4WM,ST4000DM000,4000787030016,9487
MJ0351YNGA0X0A,Hitachi HDS5C3030ALA630,3000592982016,36705
ZA12NDVA,ST8000DM002,8001563222016,3703
PL1331LAGSHYLH,HGST HMS5C4040ALE640,4000787030016,20743
ZA12KZ4Y,ST8000DM002,8001563222016,2245
WD-WMC4N1499284,WDC WD30EFRX,3000592982016,25277
WD-WMC4N2783279,WDC WD30EFRX,3000592982016,17203
Z302SWPV,ST4000DM000,4000787030016,11245
Z302SWPP,ST4000DM000,4000787030016,11695
PL2331LAGN76TJ,HGST HMS5C4040BLE640,4000787030016,23423
Z302F2G3,ST4000DM000,4000787030016,16664
MJ0351YNG9SVWA,Hitachi HDS5C3030ALA630,3000592982016,36276
Z4D0ASKR,ST6000DX000,6001175126016,15417
MJ1311YNG5DBSA,Hitachi HDS5C3030ALA630,3000592982016,41094
S301KSKS,ST4000DM000,4000787030016,10323
Z302SWPE,ST4000DM000,4000787030016,11695
Z305D358,ST4000DM000,4000787030016,7855
Z3016W3T,ST4000DM000,4000787030016,24962
Z3016W3V,ST4000DM000,4000787030016,24547
PL1331LAGRGSWH,HGST HMS5C4040ALE640,4000787030016,21704
Z4D0ASKF,ST6000DX000,6001175126016,15200
Z3016W3Z,ST4000DM000,4000787030016,23248
ZA125A88,ST8000DM002,8001563222016,3919
Z304WHYZ,ST4000DM000,4000787030016,9344
WD-WXQ1AA587C23,WDC WD5000LPCX,500107862016,4824
Z302SWP5,ST4000DM000,4000787030016,11695
ZA10BRBR,ST8000DM002,8001563222016,5338
Z4D0ASK9,ST6000DX000,6001175126016,15202
ZA127Y1Y,ST8000DM002,8001563222016,4663
ZA1259SD,ST8000DM002,8001563222016,2245
PL1331LAGT8E0H,HGST HMS5C4040ALE640,4000787030016,20720
Z4D0ASK3,ST6000DX000,6001175126016,15416
PL2331LAGPU5VJ,HGST HMS5C4040ALE640,4000787030016,22449
PL2331LAGRUMNJ,HGST HMS5C4040ALE640,4000787030016,20937
PL1311LAG2BUGH,Hitachi HDS5C4040ALE630,4000787030016,32015
Z302BMJP,ST4000DM000,4000787030016,17001
Z305Q0EZ,ST4000DM000,4000787030016,7495
PL2331LAGMX9PJ,HGST HMS5C4040BLE640,4000787030016,22420
W300JXQQ,ST4000DM000,4000787030016,16182
Z304JWQ1,ST4000DM000,4000787030016,10900
Z305D4W7,ST4000DM000,4000787030016,8124
Z3016TJE,ST4000DM000,4000787030016,23248
ZA10BDKH,ST8000DM002,8001563222016,4542
Z300X78J,ST4000DM000,4000787030016,26690
PL2331LAHD8ATJ,HGST HMS5C4040BLE640,4000787030016,5793
MJ1323YNG1RNBC,Hitachi HDS5C3030ALA630,3000592982016,46574
PL2331LAGRHW1J,HGST HMS5C4040ALE640,4000787030016,22449
PL2331LAGMKDKJ,HGST HMS5C4040BLE640,4000787030016,24251
ZA10BX7Y,ST8000DM002,8001563222016,1501
PL1331LAGR7H5H,HGST HMS5C4040ALE640,4000787030016,21704
Z3016M23,ST4000DM000,4000787030016,24968
Z304J0KG,ST4000DM000,4000787030016,10885
MJ1321YNG0J58A,Hitachi HDS5C3030ALA630,3000592982016,46875
Z305PGF6,ST4000DM000,4000787030016,7518
ZA1299E0,ST8000DM002,8001563222016,4666
PL1331LAH3DR9H,HGST HMS5C4040BLE640,4000787030016,950
Z300TAFJ,ST4000DM000,4000787030016,26734
ZA11RGGN,ST8000DM002,8001563222016,4543
MJ1311YNG72XWA,Hitachi HDS5C3030ALA630,3000592982016,41114
Z3025RYC,ST4000DM000,4000787030016,18033
ZA11SKB2,ST8000DM002,8001563222016,3703
PL2331LAHBB91J,HGST HMS5C4040BLE640,4000787030016,6181
ZA11RGGD,ST8000DM002,8001563222016,4543
PL1321LAG34PKH,Hitachi HDS5C4040ALE630,4000787030016,33457
PL2331LAHDG5YJ,HGST HMS5C4040BLE640,4000787030016,6181
Z4D03RE2,ST6000DX000,6001175126016,16160
S2ZYJ9CF715325,ST500LM012 HN,500107862016,19416
S2ZYJ9CF715326,ST500LM012 HN,500107862016,19231
S2ZYJ9CF715327,ST500LM012 HN,500107862016,19417
PL1331LAGRW6UH,HGST HMS5C4040ALE640,4000787030016,21364
S2ZYJ9CF715321,ST500LM012 HN,500107862016,19416
S2ZYJ9CF715322,ST500LM012 HN,500107862016,18603
S2ZYJ9CF715323,ST500LM012 HN,500107862016,19189
Z4D03RE8,ST6000DX000,6001175126016,16162
S301150V,ST4000DM000,4000787030016,14982
S2ZYJ9CF715329,ST500LM012 HN,500107862016,19226
PL1331LAHG56AH,HGST HMS5C4040BLE640,4000787030016,924
PL1331LAGSBTYH,HGST HMS5C4040ALE640,4000787030016,21708
PL1331LAGT94XH,HGST HMS5C4040ALE640,4000787030016,20364
PL1331LAHD69AH,HGST HMS5C4040BLE640,4000787030016,2031
PL2331LAHB9BNJ,HGST HMS5C4040BLE640,4000787030016,4831
PL2331LAGMGZUJ,HGST HMS5C4040BLE640,4000787030016,24209
ZA11PE9Q,ST8000DM002,8001563222016,2245
ZA12NEXE,ST8000DM002,8001563222016,3703
PL2331LAH3ZPDJ,HGST HMS5C4040BLE640,4000787030016,6568
WD-WX11D4412402,WDC WD60EFRX,6001175126016,21253
Z4D05QNG,ST6000DX000,6001175126016,15417
Z30299CF,ST4000DM000,4000787030016,11504
ZA12KZ4X,ST8000DM002,8001563222016,3919
S3010MD6,ST4000DM000,4000787030016,14241
MJ0351YNGA27PA,Hitachi HDS5C3030ALA630,3000592982016,36745
PL1331LAGBEERH,HGST HDS5C4040ALE630,4000787030016,807
Z305L691,ST4000DM000,4000787030016,7495
S300XDZJ,ST4000DM000,4000787030016,12874
PL2331LAGRJUYJ,HGST HMS5C4040ALE640,4000787030016,22449
ZA12QCEE,ST8000DM002,8001563222016,3703
ZA12QCEG,ST8000DM002,8001563222016,3702
PL2331LAH41LDJ,HGST HMS5C4040BLE640,4000787030016,6567
S2ZYJ9CG108006,ST500LM012 HN,500107862016,13363
Z304NSV5,ST4000DM000,4000787030016,9195
ZA11R9B4,ST8000DM002,8001563222016,4543
S3010MDG,ST4000DM000,4000787030016,12787
S2ZYJ9CG108002,ST500LM012 HN,500107862016,14336
S2ZYJ9CG108003,ST500LM012 HN,500107862016,13855
PL1331LAGSDDHH,HGST HMS5C4040ALE640,4000787030016,21895
S2ZYJ9CG108008,ST500LM012 HN,500107862016,11936
S2ZYJ9CG108009,ST500LM012 HN,500107862016,11936
S3010MDM,ST4000DM000,4000787030016,12787
Z30149KN,ST4000DM000,4000787030016,26292
Z304D19D,ST4000DM000,4000787030016,10325
Z1Z03706,ST4000DX000,4000787030016,11963
Z305303Y,ST4000DM000,4000787030016,8484
S2X6ADQY,ST9250315AS,250059350016,28570
S3010MDX,ST4000DM000,4000787030016,14242
Z305DGEY,ST4000DM000,4000787030016,9326
ZA10BX8B,ST8000DM002,8001563222016,4526
Z305NCVK,ST4000DM000,4000787030016,6985
Z304JD56,ST4000DM000,4000787030016,10881
PL1331LAHE19NH,HGST HMS5C4040BLE640,4000787030016,6181
Z305B8KP,ST4000DM000,4000787030016,8480
Z305493P,ST4000DM000,4000787030016,9194
Z30500LB,ST4000DM000,4000787030016,9326
S30117ZH,ST4000DM000,4000787030016,14985
S300742V,ST4000DM000,4000787030016,24719
ZA11RGG9,ST8000DM002,8001563222016,4542
Z3025RY0,ST4000DM000,4000787030016,18076
9VYBXS5Z,ST3160316AS,160041885696,49741
PL2331LAGR56AJ,HGST HMS5C4040ALE640,4000787030016,22447
PL1331LAGTA4SH,HGST HMS5C4040ALE640,4000787030016,19857
PL1311LAG298ZH,Hitachi HDS5C4040ALE630,4000787030016,33909
Z3025LWQ,ST4000DM000,4000787030016,19422
PL1331LAGRZ3UH,HGST HMS5C4040ALE640,4000787030016,22256
Z3025LWT,ST4000DM000,4000787030016,18702
Z300P9DB,ST4000DM000,4000787030016,27898
S3010LCC,ST4000DM000,4000787030016,14303
Z3025LWY,ST4000DM000,4000787030016,18893
Z3025LWX,ST4000DM000,4000787030016,19399
Z302DJWV,ST4000DM000,4000787030016,16662
Z300X1ML,ST4000DM000,4000787030016,26735
PL1331LAHDXYWH,HGST HMS5C4040BLE640,4000787030016,5794
Z3025LWC,ST4000DM000,4000787030016,18895
Z3025LWB,ST4000DM000,4000787030016,19422
PL2331LAGSV14J,HGST HMS5C4040ALE640,4000787030016,20939
Z1Z0512X,ST4000DX000,4000787030016,32179
Z3025LWL,ST4000DM000,4000787030016,19447
PL2331LAHB377J,HGST HMS5C4040BLE640,4000787030016,4831
